image,class,xmin,ymin,xmax,ymax
images\Mouse_bite\12_mouse_bite_08.jpg,mouse_bite,1313,203,1358,277
images\Mouse_bite\12_mouse_bite_08.jpg,mouse_bite,2227,352,2273,428
images\Mouse_bite\12_mouse_bite_08.jpg,mouse_bite,966,732,1040,775
images\Mouse_bite\12_mouse_bite_08.jpg,mouse_bite,1302,1121,1375,1170
images\Mouse_bite\12_mouse_bite_08.jpg,mouse_bite,2335,1648,2387,1730
images\Mouse_bite\12_mouse_bite_09.jpg,mouse_bite,1760,481,1802,555
images\Mouse_bite\12_mouse_bite_09.jpg,mouse_bite,1397,1075,1469,1126
images\Mouse_bite\12_mouse_bite_09.jpg,mouse_bite,2095,1186,2164,1235
images\Mouse_bite\12_mouse_bite_09.jpg,mouse_bite,751,1534,829,1584
images\Mouse_bite\12_mouse_bite_09.jpg,mouse_bite,111,1814,157,1892
images\Mouse_bite\12_mouse_bite_10.jpg,mouse_bite,1504,339,1551,395
images\Mouse_bite\12_mouse_bite_10.jpg,mouse_bite,1557,926,1607,981
images\Mouse_bite\12_mouse_bite_10.jpg,mouse_bite,758,1126,835,1181
images\Mouse_bite\12_mouse_bite_10.jpg,mouse_bite,527,1339,604,1390
images\Mouse_bite\12_mouse_bite_10.jpg,mouse_bite,2300,1695,2340,1772
images\Open_circuit\01_open_circuit_01.jpg,open_circuit,1539,1149,1584,1205
images\Open_circuit\01_open_circuit_01.jpg,open_circuit,1071,1342,1113,1380
images\Open_circuit\01_open_circuit_01.jpg,open_circuit,1684,467,1727,503
images\Open_circuit\01_open_circuit_02.jpg,open_circuit,1502,1349,1539,1378
images\Open_circuit\01_open_circuit_02.jpg,open_circuit,1653,1196,1684,1229
images\Open_circuit\01_open_circuit_02.jpg,open_circuit,775,1127,808,1165
images\Open_circuit\01_open_circuit_03.jpg,open_circuit,1419,1132,1460,1172
images\Open_circuit\01_open_circuit_03.jpg,open_circuit,599,909,633,942
images\Open_circuit\01_open_circuit_03.jpg,open_circuit,1688,350,1723,390
images\Open_circuit\01_open_circuit_04.jpg,open_circuit,2177,1090,2218,1134
images\Open_circuit\01_open_circuit_04.jpg,open_circuit,2155,296,2192,331
images\Open_circuit\01_open_circuit_04.jpg,open_circuit,728,1278,762,1315
images\Open_circuit\01_open_circuit_05.jpg,open_circuit,2204,604,2236,641
images\Open_circuit\01_open_circuit_05.jpg,open_circuit,1015,1312,1050,1349
images\Open_circuit\01_open_circuit_05.jpg,open_circuit,2713,946,2746,979
images\Open_circuit\01_open_circuit_06.jpg,open_circuit,1513,927,1545,961
images\Open_circuit\01_open_circuit_06.jpg,open_circuit,714,1113,740,1141
images\Open_circuit\01_open_circuit_06.jpg,open_circuit,175,1166,207,1209
images\Open_circuit\01_open_circuit_07.jpg,open_circuit,2192,296,2232,332
images\Open_circuit\01_open_circuit_07.jpg,open_circuit,2710,942,2743,977
images\Open_circuit\01_open_circuit_07.jpg,open_circuit,2555,544,2590,577
images\Open_circuit\01_open_circuit_08.jpg,open_circuit,1982,989,2023,1031
images\Open_circuit\01_open_circuit_08.jpg,open_circuit,1674,635,1719,676
images\Open_circuit\01_open_circuit_08.jpg,open_circuit,714,742,747,773
images\Open_circuit\01_open_circuit_09.jpg,open_circuit,483,963,515,1002
images\Open_circuit\01_open_circuit_09.jpg,open_circuit,2480,286,2514,321
images\Open_circuit\01_open_circuit_09.jpg,open_circuit,2695,1231,2723,1261
images\Open_circuit\01_open_circuit_10.jpg,open_circuit,1412,1141,1456,1182
images\Open_circuit\01_open_circuit_10.jpg,open_circuit,1694,239,1721,273
images\Open_circuit\01_open_circuit_10.jpg,open_circuit,1207,974,1232,999
images\Open_circuit\01_open_circuit_11.jpg,open_circuit,2620,524,2651,552
images\Open_circuit\01_open_circuit_11.jpg,open_circuit,1684,1376,1713,1409
images\Open_circuit\01_open_circuit_11.jpg,open_circuit,2548,575,2596,610
images\Open_circuit\01_open_circuit_12.jpg,open_circuit,2716,946,2743,975
images\Open_circuit\01_open_circuit_12.jpg,open_circuit,2714,1178,2740,1204
images\Open_circuit\01_open_circuit_12.jpg,open_circuit,1706,587,1732,613
images\Open_circuit\01_open_circuit_13.jpg,open_circuit,580,1083,605,1110
images\Open_circuit\01_open_circuit_13.jpg,open_circuit,443,904,473,935
images\Open_circuit\01_open_circuit_13.jpg,open_circuit,1330,792,1361,822
images\Open_circuit\01_open_circuit_14.jpg,open_circuit,1120,1314,1180,1351
images\Open_circuit\01_open_circuit_14.jpg,open_circuit,2829,826,2853,863
images\Open_circuit\01_open_circuit_14.jpg,open_circuit,2029,758,2061,785
images\Open_circuit\01_open_circuit_15.jpg,open_circuit,729,1278,758,1313
images\Open_circuit\01_open_circuit_15.jpg,open_circuit,474,1048,518,1082
images\Open_circuit\01_open_circuit_15.jpg,open_circuit,177,1124,206,1155
images\Open_circuit\01_open_circuit_16.jpg,open_circuit,1835,817,1864,843
images\Open_circuit\01_open_circuit_16.jpg,open_circuit,1514,884,1544,917
images\Open_circuit\01_open_circuit_17.jpg,open_circuit,2594,722,2626,750
images\Open_circuit\01_open_circuit_17.jpg,open_circuit,2425,1114,2454,1149
images\Open_circuit\01_open_circuit_17.jpg,open_circuit,2138,874,2165,901
images\Open_circuit\01_open_circuit_18.jpg,open_circuit,627,1273,667,1310
images\Open_circuit\01_open_circuit_18.jpg,open_circuit,314,1397,350,1427
images\Open_circuit\01_open_circuit_18.jpg,open_circuit,1250,1153,1302,1188
images\Open_circuit\01_open_circuit_19.jpg,open_circuit,1684,354,1723,385
images\Open_circuit\01_open_circuit_19.jpg,open_circuit,713,1000,738,1027
images\Open_circuit\01_open_circuit_19.jpg,open_circuit,2432,1173,2462,1203
images\Open_circuit\01_open_circuit_20.jpg,open_circuit,2142,1160,2179,1190
images\Open_circuit\01_open_circuit_20.jpg,open_circuit,2495,1412,2536,1442
images\Open_circuit\01_open_circuit_20.jpg,open_circuit,1988,1237,2018,1278
images\Open_circuit\04_open_circuit_01.jpg,open_circuit,434,2177,491,2244
images\Open_circuit\04_open_circuit_01.jpg,open_circuit,440,1374,498,1427
images\Open_circuit\04_open_circuit_01.jpg,open_circuit,596,1213,677,1281
images\Open_circuit\04_open_circuit_02.jpg,open_circuit,466,2235,546,2313
images\Open_circuit\04_open_circuit_02.jpg,open_circuit,421,1722,502,1779
images\Open_circuit\04_open_circuit_02.jpg,open_circuit,128,1228,197,1306
images\Open_circuit\04_open_circuit_03.jpg,open_circuit,941,850,1002,911
images\Open_circuit\04_open_circuit_03.jpg,open_circuit,1199,1208,1262,1262
images\Open_circuit\04_open_circuit_03.jpg,open_circuit,1879,431,1944,510
images\Open_circuit\04_open_circuit_04.jpg,open_circuit,395,506,455,564
images\Open_circuit\04_open_circuit_04.jpg,open_circuit,1797,815,1866,859
images\Open_circuit\04_open_circuit_04.jpg,open_circuit,1224,301,1297,355
images\Open_circuit\04_open_circuit_05.jpg,open_circuit,126,621,197,677
images\Open_circuit\04_open_circuit_05.jpg,open_circuit,2384,1608,2451,1668
images\Open_circuit\04_open_circuit_05.jpg,open_circuit,1901,981,1984,1055
images\Open_circuit\04_open_circuit_06.jpg,open_circuit,999,1531,1061,1588
images\Open_circuit\04_open_circuit_06.jpg,open_circuit,591,1842,646,1889
images\Open_circuit\04_open_circuit_06.jpg,open_circuit,1785,1257,1841,1308
images\Open_circuit\04_open_circuit_07.jpg,open_circuit,1002,1030,1055,1075
images\Open_circuit\04_open_circuit_07.jpg,open_circuit,386,1111,459,1170
images\Open_circuit\04_open_circuit_07.jpg,open_circuit,1791,1255,1853,1310
images\Open_circuit\04_open_circuit_08.jpg,open_circuit,886,1028,944,1071
images\Open_circuit\04_open_circuit_08.jpg,open_circuit,495,1299,553,1351
images\Open_circuit\04_open_circuit_08.jpg,open_circuit,1742,906,1797,962
images\Open_circuit\04_open_circuit_09.jpg,open_circuit,1113,286,1173,348
images\Open_circuit\04_open_circuit_09.jpg,open_circuit,2331,433,2401,501
images\Open_circuit\04_open_circuit_09.jpg,open_circuit,2128,877,2208,937
images\Open_circuit\04_open_circuit_10.jpg,open_circuit,1171,1708,1241,1753
images\Open_circuit\04_open_circuit_10.jpg,open_circuit,2181,1466,2235,1535
images\Open_circuit\04_open_circuit_10.jpg,open_circuit,2582,1584,2657,1659
images\Open_circuit\04_open_circuit_11.jpg,open_circuit,2231,1601,2310,1653
images\Open_circuit\04_open_circuit_11.jpg,open_circuit,2473,1775,2541,1850
images\Open_circuit\04_open_circuit_11.jpg,open_circuit,2390,1155,2451,1226
images\Open_circuit\04_open_circuit_12.jpg,open_circuit,2135,855,2202,911
images\Open_circuit\04_open_circuit_12.jpg,open_circuit,908,1110,977,1161
images\Open_circuit\04_open_circuit_12.jpg,open_circuit,1162,1201,1228,1264
images\Open_circuit\04_open_circuit_13.jpg,open_circuit,539,1453,602,1511
images\Open_circuit\04_open_circuit_13.jpg,open_circuit,1706,279,1786,348
images\Open_circuit\04_open_circuit_13.jpg,open_circuit,559,504,621,566
images\Open_circuit\04_open_circuit_14.jpg,open_circuit,550,1021,611,1079
images\Open_circuit\04_open_circuit_14.jpg,open_circuit,1777,1206,1842,1266
images\Open_circuit\04_open_circuit_14.jpg,open_circuit,886,1021,942,1070
images\Open_circuit\04_open_circuit_15.jpg,open_circuit,1891,1402,1955,1457
images\Open_circuit\04_open_circuit_15.jpg,open_circuit,2382,1393,2457,1457
images\Open_circuit\04_open_circuit_15.jpg,open_circuit,1875,521,1950,582
images\Open_circuit\04_open_circuit_16.jpg,open_circuit,1718,813,1784,871
images\Open_circuit\04_open_circuit_16.jpg,open_circuit,1964,1239,2041,1299
images\Open_circuit\04_open_circuit_16.jpg,open_circuit,1795,958,1849,1035
images\Open_circuit\04_open_circuit_17.jpg,open_circuit,488,1304,551,1364
images\Open_circuit\04_open_circuit_17.jpg,open_circuit,119,1210,204,1273
images\Open_circuit\04_open_circuit_17.jpg,open_circuit,239,1797,291,1859
images\Open_circuit\04_open_circuit_18.jpg,open_circuit,493,501,551,568
images\Open_circuit\04_open_circuit_18.jpg,open_circuit,397,1077,457,1141
images\Open_circuit\04_open_circuit_19.jpg,open_circuit,1562,1206,1624,1259
images\Open_circuit\04_open_circuit_19.jpg,open_circuit,1850,1764,1927,1821
images\Open_circuit\04_open_circuit_19.jpg,open_circuit,908,1253,968,1302
images\Open_circuit\04_open_circuit_20.jpg,open_circuit,842,1079,908,1133
images\Open_circuit\04_open_circuit_20.jpg,open_circuit,1886,1377,1962,1442
images\Open_circuit\04_open_circuit_20.jpg,open_circuit,1797,817,1866,859
images\Open_circuit\05_open_circuit_01.jpg,open_circuit,882,849,938,910
images\Open_circuit\05_open_circuit_01.jpg,open_circuit,454,625,514,677
images\Open_circuit\05_open_circuit_01.jpg,open_circuit,1587,630,1634,670
images\Open_circuit\05_open_circuit_02.jpg,open_circuit,767,1668,813,1720
images\Open_circuit\05_open_circuit_02.jpg,open_circuit,2214,1779,2266,1821
images\Open_circuit\05_open_circuit_02.jpg,open_circuit,2035,265,2102,315
images\Open_circuit\05_open_circuit_03.jpg,open_circuit,1596,740,1644,790
images\Open_circuit\05_open_circuit_03.jpg,open_circuit,1402,832,1444,878
images\Open_circuit\05_open_circuit_03.jpg,open_circuit,1610,1373,1661,1423
images\Open_circuit\05_open_circuit_04.jpg,open_circuit,1400,829,1441,881
images\Open_circuit\05_open_circuit_04.jpg,open_circuit,1591,748,1649,787
images\Open_circuit\05_open_circuit_04.jpg,open_circuit,1819,1546,1866,1596
images\Open_circuit\05_open_circuit_04.jpg,open_circuit,1241,1765,1303,1821
images\Open_circuit\05_open_circuit_04.jpg,open_circuit,1611,1371,1667,1421
images\Open_circuit\05_open_circuit_05.jpg,open_circuit,217,1359,270,1412
images\Open_circuit\05_open_circuit_05.jpg,open_circuit,1391,1398,1444,1446
images\Open_circuit\05_open_circuit_05.jpg,open_circuit,1003,1482,1059,1534
images\Open_circuit\05_open_circuit_06.jpg,open_circuit,2360,1635,2403,1690
images\Open_circuit\05_open_circuit_06.jpg,open_circuit,2083,993,2180,1085
images\Open_circuit\05_open_circuit_06.jpg,open_circuit,1702,709,1767,774
images\Open_circuit\05_open_circuit_07.jpg,open_circuit,874,1088,927,1131
images\Open_circuit\05_open_circuit_07.jpg,open_circuit,2385,1412,2455,1474
images\Open_circuit\05_open_circuit_07.jpg,open_circuit,947,340,997,390
images\Open_circuit\05_open_circuit_08.jpg,open_circuit,1170,1028,1217,1082
images\Open_circuit\05_open_circuit_08.jpg,open_circuit,1563,915,1616,960
images\Open_circuit\05_open_circuit_08.jpg,open_circuit,1035,1486,1092,1538
images\Open_circuit\05_open_circuit_09.jpg,open_circuit,2245,1360,2308,1412
images\Open_circuit\05_open_circuit_09.jpg,open_circuit,1616,1858,1666,1905
images\Open_circuit\05_open_circuit_09.jpg,open_circuit,2132,1547,2193,1592
images\Open_circuit\05_open_circuit_10.jpg,open_circuit,1203,663,1256,707
images\Open_circuit\05_open_circuit_10.jpg,open_circuit,147,425,199,477
images\Open_circuit\05_open_circuit_10.jpg,open_circuit,311,562,364,626
images\Open_circuit\06_open_circuit_01.jpg,open_circuit,1493,1536,1528,1578
images\Open_circuit\06_open_circuit_01.jpg,open_circuit,1033,512,1079,556
images\Open_circuit\06_open_circuit_01.jpg,open_circuit,1679,788,1716,829
images\Open_circuit\06_open_circuit_01.jpg,open_circuit,977,1332,1020,1376
images\Open_circuit\06_open_circuit_01.jpg,open_circuit,1381,1081,1423,1115
images\Open_circuit\06_open_circuit_02.jpg,open_circuit,2043,959,2081,998
images\Open_circuit\06_open_circuit_02.jpg,open_circuit,1930,1119,1962,1153
images\Open_circuit\06_open_circuit_02.jpg,open_circuit,451,1586,486,1628
images\Open_circuit\06_open_circuit_02.jpg,open_circuit,969,2171,1038,2239
images\Open_circuit\06_open_circuit_02.jpg,open_circuit,527,1919,566,1966
images\Open_circuit\06_open_circuit_03.jpg,open_circuit,2243,624,2281,664
images\Open_circuit\06_open_circuit_03.jpg,open_circuit,2075,1373,2105,1407
images\Open_circuit\06_open_circuit_03.jpg,open_circuit,1281,1685,1317,1726
images\Open_circuit\06_open_circuit_03.jpg,open_circuit,1138,917,1186,956
images\Open_circuit\06_open_circuit_03.jpg,open_circuit,1020,1297,1049,1334
images\Open_circuit\06_open_circuit_04.jpg,open_circuit,1411,692,1450,734
images\Open_circuit\06_open_circuit_04.jpg,open_circuit,682,954,718,997
images\Open_circuit\06_open_circuit_04.jpg,open_circuit,469,1302,511,1341
images\Open_circuit\06_open_circuit_04.jpg,open_circuit,1321,1208,1357,1241
images\Open_circuit\06_open_circuit_04.jpg,open_circuit,441,910,485,954
images\Open_circuit\06_open_circuit_05.jpg,open_circuit,1930,1345,1965,1380
images\Open_circuit\06_open_circuit_05.jpg,open_circuit,1444,660,1488,696
images\Open_circuit\06_open_circuit_05.jpg,open_circuit,1850,1701,1891,1734
images\Open_circuit\06_open_circuit_05.jpg,open_circuit,1426,1648,1465,1684
images\Open_circuit\06_open_circuit_05.jpg,open_circuit,865,364,910,405
images\Open_circuit\06_open_circuit_06.jpg,open_circuit,1811,791,1845,826
images\Open_circuit\06_open_circuit_06.jpg,open_circuit,1586,822,1625,857
images\Open_circuit\06_open_circuit_06.jpg,open_circuit,1162,682,1205,726
images\Open_circuit\06_open_circuit_06.jpg,open_circuit,431,724,491,768
images\Open_circuit\06_open_circuit_06.jpg,open_circuit,807,737,843,772
images\Open_circuit\06_open_circuit_07.jpg,open_circuit,1193,395,1252,453
images\Open_circuit\06_open_circuit_07.jpg,open_circuit,1928,1022,1964,1103
images\Open_circuit\06_open_circuit_07.jpg,open_circuit,1760,1665,1848,1703
images\Open_circuit\06_open_circuit_07.jpg,open_circuit,1195,1061,1227,1109
images\Open_circuit\06_open_circuit_07.jpg,open_circuit,1674,1015,1730,1054
images\Open_circuit\06_open_circuit_08.jpg,open_circuit,1188,402,1271,442
images\Open_circuit\06_open_circuit_08.jpg,open_circuit,684,1044,716,1122
images\Open_circuit\06_open_circuit_08.jpg,open_circuit,159,1036,204,1119
images\Open_circuit\06_open_circuit_08.jpg,open_circuit,879,1368,913,1422
images\Open_circuit\06_open_circuit_08.jpg,open_circuit,1789,1093,1826,1152
images\Open_circuit\06_open_circuit_09.jpg,open_circuit,2099,983,2142,1053
images\Open_circuit\06_open_circuit_09.jpg,open_circuit,1793,1666,1865,1698
images\Open_circuit\06_open_circuit_09.jpg,open_circuit,1491,1132,1594,1155
images\Open_circuit\06_open_circuit_09.jpg,open_circuit,1200,1063,1226,1132
images\Open_circuit\06_open_circuit_09.jpg,open_circuit,1896,1890,1961,1922
images\Open_circuit\06_open_circuit_10.jpg,open_circuit,1988,995,2020,1050
images\Open_circuit\06_open_circuit_10.jpg,open_circuit,1299,1036,1351,1080
images\Open_circuit\06_open_circuit_10.jpg,open_circuit,938,1319,977,1378
images\Open_circuit\06_open_circuit_10.jpg,open_circuit,632,302,683,341
images\Open_circuit\06_open_circuit_10.jpg,open_circuit,1368,325,1458,367
images\Open_circuit\07_open_circuit_01.jpg,open_circuit,1725,182,1779,233
images\Open_circuit\07_open_circuit_01.jpg,open_circuit,950,375,1027,457
images\Open_circuit\07_open_circuit_01.jpg,open_circuit,1691,883,1756,936
images\Open_circuit\07_open_circuit_01.jpg,open_circuit,972,883,1038,931
images\Open_circuit\07_open_circuit_01.jpg,open_circuit,2122,886,2176,938
images\Open_circuit\07_open_circuit_02.jpg,open_circuit,2022,244,2068,288
images\Open_circuit\07_open_circuit_02.jpg,open_circuit,1772,867,1820,919
images\Open_circuit\07_open_circuit_02.jpg,open_circuit,2184,827,2234,884
images\Open_circuit\07_open_circuit_02.jpg,open_circuit,799,951,851,1003
images\Open_circuit\07_open_circuit_02.jpg,open_circuit,689,403,742,476
images\Open_circuit\07_open_circuit_03.jpg,open_circuit,1103,526,1148,579
images\Open_circuit\07_open_circuit_03.jpg,open_circuit,1344,870,1389,920
images\Open_circuit\07_open_circuit_03.jpg,open_circuit,987,960,1039,1005
images\Open_circuit\07_open_circuit_03.jpg,open_circuit,2056,832,2108,877
images\Open_circuit\07_open_circuit_03.jpg,open_circuit,2333,449,2380,511
images\Open_circuit\07_open_circuit_04.jpg,open_circuit,642,227,717,298
images\Open_circuit\07_open_circuit_04.jpg,open_circuit,862,507,914,579
images\Open_circuit\07_open_circuit_04.jpg,open_circuit,1987,243,2051,291
images\Open_circuit\07_open_circuit_04.jpg,open_circuit,2689,572,2736,619
images\Open_circuit\07_open_circuit_04.jpg,open_circuit,2355,660,2418,715
images\Open_circuit\07_open_circuit_05.jpg,open_circuit,1630,872,1679,919
images\Open_circuit\07_open_circuit_05.jpg,open_circuit,886,862,941,913
images\Open_circuit\07_open_circuit_05.jpg,open_circuit,1932,633,1996,676
images\Open_circuit\07_open_circuit_05.jpg,open_circuit,1520,526,1567,570
images\Open_circuit\07_open_circuit_05.jpg,open_circuit,2089,951,2155,994
images\Open_circuit\07_open_circuit_06.jpg,open_circuit,1097,598,1151,655
images\Open_circuit\07_open_circuit_06.jpg,open_circuit,1313,415,1358,458
images\Open_circuit\07_open_circuit_06.jpg,open_circuit,1842,813,1886,862
images\Open_circuit\07_open_circuit_06.jpg,open_circuit,1805,688,1856,732
images\Open_circuit\07_open_circuit_06.jpg,open_circuit,2206,829,2255,877
images\Open_circuit\07_open_circuit_07.jpg,open_circuit,1529,626,1591,674
images\Open_circuit\07_open_circuit_07.jpg,open_circuit,798,903,848,960
images\Open_circuit\07_open_circuit_07.jpg,open_circuit,641,757,717,810
images\Open_circuit\07_open_circuit_07.jpg,open_circuit,1873,210,1941,265
images\Open_circuit\07_open_circuit_07.jpg,open_circuit,2329,443,2389,496
images\Open_circuit\07_open_circuit_08.jpg,open_circuit,1810,681,1861,736
images\Open_circuit\07_open_circuit_08.jpg,open_circuit,2227,824,2272,872
images\Open_circuit\07_open_circuit_08.jpg,open_circuit,1417,641,1473,693
images\Open_circuit\07_open_circuit_08.jpg,open_circuit,710,844,765,915
images\Open_circuit\07_open_circuit_08.jpg,open_circuit,1261,815,1317,862
images\Open_circuit\07_open_circuit_09.jpg,open_circuit,1722,596,1773,639
images\Open_circuit\07_open_circuit_09.jpg,open_circuit,2051,663,2101,713
images\Open_circuit\07_open_circuit_09.jpg,open_circuit,1537,1313,1589,1363
images\Open_circuit\07_open_circuit_09.jpg,open_circuit,1190,405,1248,453
images\Open_circuit\07_open_circuit_09.jpg,open_circuit,355,484,423,538
images\Open_circuit\07_open_circuit_10.jpg,open_circuit,1558,884,1611,929
images\Open_circuit\07_open_circuit_10.jpg,open_circuit,2333,1050,2377,1093
images\Open_circuit\07_open_circuit_10.jpg,open_circuit,2339,662,2386,713
images\Open_circuit\07_open_circuit_10.jpg,open_circuit,1066,910,1115,955
images\Open_circuit\07_open_circuit_10.jpg,open_circuit,1317,181,1375,238
images\Open_circuit\08_open_circuit_01.jpg,open_circuit,1571,1188,1614,1241
images\Open_circuit\08_open_circuit_01.jpg,open_circuit,843,926,877,961
images\Open_circuit\08_open_circuit_01.jpg,open_circuit,1541,1821,1593,1868
images\Open_circuit\08_open_circuit_01.jpg,open_circuit,1843,996,1890,1037
images\Open_circuit\08_open_circuit_01.jpg,open_circuit,283,1824,313,1871
images\Open_circuit\08_open_circuit_02.jpg,open_circuit,972,929,1027,977
images\Open_circuit\08_open_circuit_02.jpg,open_circuit,884,1243,933,1284
images\Open_circuit\08_open_circuit_02.jpg,open_circuit,281,1816,314,1862
images\Open_circuit\08_open_circuit_02.jpg,open_circuit,2412,1011,2443,1052
images\Open_circuit\08_open_circuit_02.jpg,open_circuit,2019,1322,2054,1369
images\Open_circuit\08_open_circuit_03.jpg,open_circuit,1669,923,1733,964
images\Open_circuit\08_open_circuit_03.jpg,open_circuit,2291,1238,2330,1284
images\Open_circuit\08_open_circuit_03.jpg,open_circuit,448,1443,504,1480
images\Open_circuit\08_open_circuit_03.jpg,open_circuit,2548,1647,2605,1702
images\Open_circuit\08_open_circuit_03.jpg,open_circuit,2116,607,2158,642
images\Open_circuit\08_open_circuit_04.jpg,open_circuit,696,1207,745,1243
images\Open_circuit\08_open_circuit_04.jpg,open_circuit,379,987,425,1027
images\Open_circuit\08_open_circuit_04.jpg,open_circuit,1671,936,1730,977
images\Open_circuit\08_open_circuit_04.jpg,open_circuit,698,917,750,948
images\Open_circuit\08_open_circuit_04.jpg,open_circuit,2090,1203,2125,1256
images\Open_circuit\08_open_circuit_05.jpg,open_circuit,1262,1340,1290,1390
images\Open_circuit\08_open_circuit_05.jpg,open_circuit,2390,1368,2419,1421
images\Open_circuit\08_open_circuit_05.jpg,open_circuit,2250,1056,2298,1111
images\Open_circuit\08_open_circuit_05.jpg,open_circuit,2167,704,2196,741
images\Open_circuit\08_open_circuit_05.jpg,open_circuit,599,1981,651,2022
images\Open_circuit\08_open_circuit_06.jpg,open_circuit,1940,658,1985,684
images\Open_circuit\08_open_circuit_06.jpg,open_circuit,907,906,951,954
images\Open_circuit\08_open_circuit_06.jpg,open_circuit,379,993,423,1049
images\Open_circuit\08_open_circuit_06.jpg,open_circuit,1838,1302,1885,1338
images\Open_circuit\08_open_circuit_06.jpg,open_circuit,1467,1825,1520,1864
